sourceAssetPath,sourcePack,observedModelIdentity,bucket,reason,proposedWeaponFamily,handedness,likelyFireMode,visualDistinctness,variantGroup,materialCount,rendererCount,geometryEstimate,boundsX,boundsY,boundsZ,longestAxis,gripAvailability,muzzleAvailability,toonCompatibility,shaders,recommendedDisposition,evidenceReference
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_C/Rail_C_Down.prefab,SeriesV4,Rail_C_Down,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,264,0.0325,0.0120,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_C/Rail_C_Down_Sand.prefab,SeriesV4,Rail_C_Down_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,264,0.0325,0.0120,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_C/Rail_C_Left.prefab,SeriesV4,Rail_C_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,264,0.0120,0.0325,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_C/Rail_C_Left_Sand.prefab,SeriesV4,Rail_C_Left_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,264,0.0120,0.0325,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_C/Rail_C_Right.prefab,SeriesV4,Rail_C_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,264,0.0120,0.0325,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_C/Rail_C_Right_Sand.prefab,SeriesV4,Rail_C_Right_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,264,0.0120,0.0325,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_C/Rail_C_Up.prefab,SeriesV4,Rail_C_Up,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,264,0.0325,0.0120,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_C/Rail_C_Up_Sand.prefab,SeriesV4,Rail_C_Up_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,264,0.0325,0.0120,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_D/Rail_D_Down.prefab,SeriesV4,Rail_D_Down,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,458,0.0400,0.0125,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_D/Rail_D_Left.prefab,SeriesV4,Rail_D_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,458,0.0125,0.0400,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_D/Rail_D_Right.prefab,SeriesV4,Rail_D_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,458,0.0125,0.0400,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_D/Rail_D_Up.prefab,SeriesV4,Rail_D_Up,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,458,0.0400,0.0125,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Tatical Lasers/Laser_I_Left.prefab,SeriesV4,Laser_I_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1976,0.0405,0.0648,0.1255,0.1255,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Tatical Lasers/Laser_I_Right.prefab,SeriesV4,Laser_I_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1976,0.0405,0.0648,0.1255,0.1255,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Tatical Lasers/Laser_J_Left.prefab,SeriesV4,Laser_J_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1556,0.0380,0.0663,0.0913,0.0913,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Tatical Lasers/Laser_J_Right.prefab,SeriesV4,Laser_J_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1556,0.0380,0.0663,0.0913,0.0913,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Tatical Lasers/Laser_K_Left.prefab,SeriesV4,Laser_K_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,3208,0.0357,0.0670,0.1120,0.1120,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Tatical Lasers/Laser_K_Right.prefab,SeriesV4,Laser_K_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,3208,0.0357,0.0670,0.1120,0.1120,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Tatical Lights/Light_I_Left.prefab,SeriesV4,Light_I_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,2116,0.0493,0.0456,0.1780,0.1780,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Tatical Lights/Light_I_Right.prefab,SeriesV4,Light_I_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,2116,0.0493,0.0456,0.1780,0.1780,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Tatical Lights/Light_J_Left.prefab,SeriesV4,Light_J_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,2440,0.0338,0.0453,0.1505,0.1505,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Tatical Lights/Light_J_Right.prefab,SeriesV4,Light_J_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,2440,0.0338,0.0453,0.1505,0.1505,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Tatical Lights/Light_K_Left.prefab,SeriesV4,Light_K_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,2214,0.0365,0.0475,0.1214,0.1214,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Tatical Lights/Light_K_Right.prefab,SeriesV4,Light_K_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,2214,0.0365,0.0475,0.1214,0.1214,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Brake_H.prefab,SeriesV4,Muzzle_Brake_H,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,424,0.0368,0.0425,0.0737,0.0737,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Brake_I.prefab,SeriesV4,Muzzle_Brake_I,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,804,0.0309,0.0513,0.1224,0.1224,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Brake_K.prefab,SeriesV4,Muzzle_Brake_K,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,456,0.0736,0.0368,0.0687,0.0736,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Device_A.prefab,SeriesV4,Muzzle_Device_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1496,0.0357,0.0413,0.0950,0.0950,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Device_B.prefab,SeriesV4,Muzzle_Device_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,536,0.0334,0.0386,0.1670,0.1670,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Device_C.prefab,SeriesV4,Muzzle_Device_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,992,0.0332,0.0358,0.0928,0.0928,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Device_D.prefab,SeriesV4,Muzzle_Device_D,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,484,0.0330,0.0402,0.0487,0.0487,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Device_E.prefab,SeriesV4,Muzzle_Device_E,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1408,0.0325,0.0375,0.0875,0.0875,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Device_F.prefab,SeriesV4,Muzzle_Device_F,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,968,0.0290,0.0335,0.1095,0.1095,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Device_G.prefab,SeriesV4,Muzzle_Device_G,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,320,0.0288,0.0333,0.0868,0.0868,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Device_H.prefab,SeriesV4,Muzzle_Device_H,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,620,0.0299,0.0345,0.0808,0.0808,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Device_I.prefab,SeriesV4,Muzzle_Device_I,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,324,0.0342,0.0395,0.0604,0.0604,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Flash Hider_H.prefab,SeriesV4,Muzzle_Flash Hider_H,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,848,0.0309,0.0357,0.1224,0.1224,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Flash Hider_I.prefab,SeriesV4,Muzzle_Flash Hider_I,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,624,0.0400,0.0403,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Flash Hider_J.prefab,SeriesV4,Muzzle_Flash Hider_J,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1580,0.0281,0.0325,0.0708,0.0708,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Flash Hider_K.prefab,SeriesV4,Muzzle_Flash Hider_K,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,424,0.0286,0.0330,0.0713,0.0713,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Flash Hider_K_Sand.prefab,SeriesV4,Muzzle_Flash Hider_K_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,424,0.0286,0.0330,0.0713,0.0713,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Suppressor_J.prefab,SeriesV4,Muzzle_Suppressor_J,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,908,0.0455,0.0525,0.2600,0.2600,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Suppressor_J_Sand.prefab,SeriesV4,Muzzle_Suppressor_J_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,908,0.0455,0.0525,0.2600,0.2600,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Suppressor_K.prefab,SeriesV4,Muzzle_Suppressor_K,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,380,0.0448,0.0518,0.2360,0.2360,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles_Pistol/Muzzle_Pistol_Brake_A.prefab,SeriesV4,Muzzle_Pistol_Brake_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,1,1,1060,0.0281,0.0325,0.0695,0.0695,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles_Pistol/Muzzle_Pistol_Brake_B.prefab,SeriesV4,Muzzle_Pistol_Brake_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,1,1,632,0.0275,0.0413,0.0578,0.0578,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles_Pistol/Muzzle_Pistol_Brake_C.prefab,SeriesV4,Muzzle_Pistol_Brake_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,1,1,642,0.0285,0.0489,0.0583,0.0583,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles_Pistol/Muzzle_Pistol_Device.prefab,SeriesV4,Muzzle_Pistol_Device,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,1,1,212,0.0218,0.0252,0.0325,0.0325,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles_Pistol/Muzzle_Pistol_Device_B.prefab,SeriesV4,Muzzle_Pistol_Device_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,1,1,200,0.0399,0.0346,0.0150,0.0399,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles_Pistol/Muzzle_Pistol_Flash Hider_A.prefab,SeriesV4,Muzzle_Pistol_Flash Hider_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,1,1,416,0.0281,0.0325,0.0750,0.0750,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles_Pistol/Muzzle_Pistol_Flash Hider_B.prefab,SeriesV4,Muzzle_Pistol_Flash Hider_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,1,1,560,0.0247,0.0285,0.0650,0.0650,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles_Pistol/Muzzle_Pistol_Flash Hider_C.prefab,SeriesV4,Muzzle_Pistol_Flash Hider_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,1,1,444,0.0305,0.0268,0.0460,0.0460,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles_Pistol/Muzzle_Pistol_Suppressor_A.prefab,SeriesV4,Muzzle_Pistol_Suppressor_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,1,1,2144,0.0285,0.0300,0.1775,0.1775,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles_Pistol/Muzzle_Pistol_Suppressor_B.prefab,SeriesV4,Muzzle_Pistol_Suppressor_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,1,1,594,0.0300,0.0450,0.2100,0.2100,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles_Pistol/Muzzle_Pistol_Suppressor_C.prefab,SeriesV4,Muzzle_Pistol_Suppressor_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,1,1,288,0.0385,0.0385,0.1888,0.1888,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles_Recon/Muzzle_Recon_Brake_A.prefab,SeriesV4,Muzzle_Recon_Brake_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Marksman,two-handed,,,,1,1,536,0.0425,0.0375,0.0850,0.0850,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles_Recon/Muzzle_Recon_Brake_B.prefab,SeriesV4,Muzzle_Recon_Brake_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Marksman,two-handed,,,,1,1,368,0.0425,0.0375,0.0775,0.0775,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles_Recon/Muzzle_Recon_Brake_C.prefab,SeriesV4,Muzzle_Recon_Brake_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Marksman,two-handed,,,,1,1,448,0.0500,0.0525,0.0925,0.0925,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles_Recon/Muzzle_Recon_Device_A.prefab,SeriesV4,Muzzle_Recon_Device_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Marksman,two-handed,,,,1,1,620,0.0303,0.0350,0.0653,0.0653,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles_Recon/Muzzle_Recon_Device_B.prefab,SeriesV4,Muzzle_Recon_Device_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Marksman,two-handed,,,,1,1,968,0.0525,0.0450,0.0925,0.0925,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles_Recon/Muzzle_Recon_Device_C.prefab,SeriesV4,Muzzle_Recon_Device_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Marksman,two-handed,,,,1,1,1212,0.0390,0.0450,0.2750,0.2750,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles_Recon/Muzzle_Recon_Flash Hider_A.prefab,SeriesV4,Muzzle_Recon_Flash Hider_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Marksman,two-handed,,,,1,1,446,0.0364,0.0420,0.1463,0.1463,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles_Recon/Muzzle_Recon_Flash Hider_B.prefab,SeriesV4,Muzzle_Recon_Flash Hider_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Marksman,two-handed,,,,1,1,372,0.0381,0.0440,0.1000,0.1000,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Barrels/Muzzles_Recon/Muzzle_Recon_Flash Hider_C.prefab,SeriesV4,Muzzle_Recon_Flash Hider_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Marksman,two-handed,,,,1,1,616,0.0381,0.0440,0.1735,0.1735,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
